Scenario,Duration_s,Timesteps,Mean,Min,Max,Std,NadirDepth,MaxRoCoF,SettlingTime_s
Baseline,10.0,20001,436.58759631410044,376.99111843077515,472.2461057431171,26.187073985878133,59.59647788332529,43.55370433859207,8.762
Islanding,10.0,20001,436.58751268519393,376.99111843077515,472.24595113391416,26.18701315224113,59.59639425441878,43.55139394806429,8.762
Fault_LLG,10.0,20001,2109.4705794626097,0.7531905200669076,4366.635144471107,1267.0208574420697,2108.717388942543,472.2461478304467,9.6605
Heavy_Load,10.0,20001,436.58759631410044,376.99111843077515,472.2461057431171,26.187073985878133,59.59647788332529,43.55370433859207,8.762
Strong_Grid,10.0,20001,436.58759631410044,376.99111843077515,472.2461057431171,26.187073985878133,59.59647788332529,43.55370433859207,8.762
